"","lemma","n"
"1336","2013 14 15 16",1
"1337","2014",3
"1338","2014-2015",1
"1339","2015",6
"1340","2016",18
"1341","2016 30 2017 3000 4000",1
"1342","201630",3
"1343","2017",8
"1344","2018",19
"1345","2019",3
"1346","2020",4
"1347","2021",2
"1348","2022",1
"1349","203",2
"1350","2045",1
"1351","205",1
"1352","2050",1
"1353","206",4
"1354","2093",1
"1355","20an",1
"1356","20e",1
"1357","20Ëme",5
"1358","20h",5
"1359","20K",1
"1360","20Parole",1
"1361","21",23
"1362","21:37e",1
"1363","210",1
"1364","212475",1
"1365","21H",1
"1366","22",66
"1367","22.22",1
"1368","220",7
"1369","225",10
"1370","22Ëme",1
"1371","22h",1
"1372","22h51",1
"1373","23",19
"1374","23/",1
"1375","230",1
"1376","23Ëme",2
"1377","23h",1
"1378","23H",1
"1379","23h30",1
"1380","24",62
"1381","240",2
"1382","242",1
"1383","243",1
"1384","24h",1
"1385","24k",1
"1386","25",44
"1387","25 000",1
"1388","250",7
"1389","250 000",1
"1390","253",1
"1391","25G",10
"1392","26",12
"1393","2612",1
"1394","27",7
"1395","275",1
"1396","28",8
"1397","280",3
"1398","29",7
"1399","292",2
"1400","2bal",1
"1401","2Bal",1
"1402","2be2",1
"1403","2be3",1
"1404","2Be3",1
"1405","2being",2
"1406","2C",3
"1407","2Chainr",1
"1408","2Chainz",1
"1409","2e",1
"1410","2eme",1
"1411","2Ëme",4
"1412","2f",1
"1413","2F",1
"1414","2fingr",2
"1415","2h",1
"1416","2K",1
"1417","2kill",1
"1418","2milleK",1
"1419","2MZ",2
"1420","2pac",3
"1421","2Pac",42
"1422","2Pac.",1
"1423","2R",1
"1424","2x",10
"1425","2x200",1
"1426","2zer",1
"1427","3",267
"1428","3'",1
"1429","3-3",2
"1430","3-4",4
"1431","3-5-0",1
"1432","3-5-7",5
"1433","3.2",1
"1434","3.5",1
"1435","3.5.7",8
"1436","3.5.7e",4
"1437","3.6.5",1
"1438","3:36",2
"1439","30",81
"1440","30 000",2
"1441","30,000",1
"1442","30.01.2001",1
"1443","30.09.7.7",3
"1444","30.09.7.7e",2
"1445","30.09.77e",1
"1446","300",18
"1447","3000",7
"1448","300e",1
"1449","300E",1
"1450","300km",1
"1451","3010",3
"1452","306",1
"1453","307",2
"1454","308",2
"1455","309",2
"1456","30K",1
"1457","30x12",1
"1458","31",19
"1459","31 830",1
"1460","310",1
"1461","312.791.R.",1
"1462","32",8
"1463","32f",1
"1464","33",6
"1465","3310",1
"1466","34",3
"1467","340",4
"1468","3493",1
"1469","35",13
"1470","350",1
"1471","357",6
"1472","36",23
"1473","36 000",1
"1474","36 63 63 40",1
"1475","360",7
"1476","36000",1
"1477","365",11
"1478","37",3
"1479","37m≤",1
"1480","38",10
"1481","39-45",1
"1482","3adyanir",1
"1483","3afrire",1
"1484","3afrit",2
"1485","3ain",3
"1486","3aÔneur",1
"1487","3ainyk",1
"1488","3aker",1
"1489","3ala",1
"1490","3alamine",1
"1491","3alem",1
"1492","3ami",5
"1493","3amir",1
"1494","3amtir",1
"1495","3andi",5
"1496","3aqel",1
"1497","3arabir",1
"1498","3arbi",3
"1499","3arbis",4
"1500","3arbouchnologie",1
"1501","3aref",1
"1502","3aryaan",10
"1503","3aryano",3
"1504","3assa",1
"1505","3assas",2
"1506","3atay",2
"1507","3atays",3
"1508","3ayech",2
"1509","3ayneur",1
"1510","3cm2",1
"1511","3D",3
"1512","3D's",1
"1513","3dabi",5
"1514","3e",3
"1515","3efou",1
"1516","3ein",1
"1517","3eineur",2
"1518","3Embed",2
"1519","3Ëme",48
"1520","3Íme",1
"1521","3endichnologie",1
"1522","3er",1
"1523","3essess",1
"1524","3eyneur",3
"1525","3F.",1
"1526","3G.",2
"1527","3G67",1
"1528","3h",3
"1529","3iËme",1
"1530","3in",2
"1531","3iner",1
"1532","3ineur",4
"1533","3inik",1
"1534","3ken",1
"1535","3keus",1
"1536","3lechnologie",4
"1537","3lik",1
"1538","3liner",1
"1539","3melch",1
"1540","3petit",1
"1541","3rab",1
"1542","3rd",3
"1543","3reft",1
"1544","3T",2
"1545","3tay",1
"1546","4",265
"1547","4-",7
"1548","4-1",1
"1549","4-2-1",2
"1550","4-4",4
"1551","4-4-2",11
"1552","4-4-43",1
"1553","4-5",11
"1554","4-5g",1
"1555","4-7",1
"1556","4-number",1
"1557","4*4",1
"1558","4.45",1
"1559","4.5",1
"1560","4.6.7",1
"1561","4+5",1
"1562","40",44
"1563","40 000e",1
"1564","400",25
"1565","4000",2
"1566","40000",1
"1567","4001",1
"1568","404",4
"1569","41",1
"1570","4124",9
"1571","41245",1
"1572","42",7
"1573","421",1
"1574","4214",1
"1575","426",1
"1576","43",2
"1577","44",10
"1578","444",2
"1579","445Ëme",1
"1580","45",19
"1581","45's",1
"1582","450",3
"1583","458",4
"1584","45jours",1
"1585","46",3
"1586","460",1
"1587","47",7
"1588","47'zer",1
"1589","47-AK",2
"1590","48",5
"1591","488",1
"1592","49.16",8
"1593","49.3",1
"1594","4916",1
"1595","49er",1
"1596","4c",1
"1597","4Ëme",3
"1598","4Íme",1
"1599","4G",1
"1600","4G.",3
"1601","4h",1
"1602","4K",2
"1603","4Keus",3
"1604","4Matic",1
"1605","4th",2
"1606","4x4",48
"1607","5",169
"1608","5-0",1
"1609","5-20",1
"1610","5-5",5
"1611","5-6",2
"1612","5 000",1
"1613","5,56",1
"1614","5.20",7
"1615","5.203",1
"1616","5.30",1
"1617","5.5",2
"1618","5.D.A",1
"1619","5:09",1
"1620","50",51
"1621","50í",1
"1622","500",38
"1623","500 000",3
"1624","5000",2
"1625","500cm",1
"1626","500e",2
"1627","500E",1
"1628","501",4
"1629","504",2
"1630","505",2
"1631","50e",1
"1632","50k",3
"1633","51",2
"1634","514",1
"1635","52",3
"1636","5210159",1
"1637","53",1
"1638","530",7
"1639","530D",1
"1640","54",2
"1641","55",1
"1642","550",1
"1643","56",3
"1644","560",1
"1645","57",2
"1646","59",2
"1647","5D",3
"1648","5Ëme",5
"1649","5ÈmÈ",1
"1650","5h",3
"1651","6",183
"1652","6'9",1
"1653","6-6",1
"1654","6-6-6",1
"1655","6-6-7",2
"1656","6-7",1
"1657","6-9",1
"1658","6)2",1
"1659","6.000",1
"1660","6.3",4
"1661","6.35",6
"1662","6.4",1
"1663","6.45",1
"1664","6.45ir",2
"1665","6.5",3
"1666","6.6.6",9
"1667","6.6.7",12
"1668","6.7",1
"1669","6.8",1
"1670","60",16
"1671","60'",1
"1672","600",4
"1673","6000",4
"1674","607",2
"1675","60K",1
"1676","61",1
"1677","612",8
"1678","616",1
"1679","62",2
"1680","63",32
"1681","63Ëme",1
"1682","64",1
"1683","65",1
"1684","66",1
"1685","666",7
"1686","667",2
"1687","67",2
"1688","68",3
"1689","69",4
"1690","6Ëme",5
"1691","6Íme",1
"1692","6h",6
"1693","6ix9in",1
"1694","6ix9ine",1
"1695","6k",1
"1696","6T",1
"1697","7",134
"1698","7-2",1
"1699","7-4",1
"1700","7-4-2",1
"1701","7-5",30
"1702","7-5-0-1-9",1
"1703","7-58",1
"1704","7-7",4
"1705","7-8",7
"1706","7,8",1
"1707","7.45",1
"1708","7.5",14
"1709","7.5.0.0",1
"1710","7.53Embed",1
"1711","7.62",13
"1712","7.7",7
"1713","7.8",25
"1714","70",13
"1715","70.5",2
"1716","700",11
"1717","700 000",1
"1718","7000",2
"1719","700e",1
"1720","700E",1
"1721","72",2
"1722","731",1
"1723","732",1
"1724","747",1
"1725","75",36
"1726","75 77 91 92 94",1
"1727","75.0",1
"1728","750 000",1
"1729","75018",4
"1730","750i",1
"1731","75A",1
"1732","76",2
"1733","77",9
"1734","770",1
"1735","7710",1
"1736","78",15
"1737","78-ard",1
"1738","79",2
"1739","7ami",1
"1740","7amir",1
"1741","7D",1
"1742","7e",2
"1743","7Ëme",5
"1744","7G",4
"1745","7h",2
"1746","7k",1
"1747","7ner",1
"1748","7Up",1
"1749","7ut",1
"1750","7x7",1
"1751","7x7e",8
"1752","8",80
"1753","8-6",5
"1754","8 000",1
"1755","8 75",1
"1756","8.000",1
"1757","8.6",17
"1758","8.6.9",1
"1759","80",51
"1760","80's",1
"1761","80.000",1
"1762","800",6
"1763","808",1
"1764","80e",1
"1765","81",5
"1766","82",2
"1767","84",1
"1768","85",3
"1769","86",5
"1770","86B",1
"1771","87",3
"1772","88",2
"1773","88.2",3
"1774","89",5
"1775","8Ème",1
"1776","8h",2
"1777","8th",1
"1778","9",103
"1779","9's",1
"1780","9-1",25
"1781","9-2",14
"1782","9-2i",1
"1783","9-3",45
"1784","9-350",1
"1785","9-4",26
"1786","9-4!",1
"1787","9-5",16
"1788","9-6",2
"1789","9-7",6
"1790","9-7-4",2
"1791","9-8",5
"1792","9-9",1
"1793","9.1",34
"1794","9.1 100",1
"1795","9.1,on",1
"1796","9.1.6.3",1
"1797","9.17",1
"1798","9.19",1
"1799","9.2",12
"1800","9.2 100",1
"1801","9.2 100",2
"1802","9.2 9.3",1
"1803","9.2.1.0",1
"1804","9.2.1.4",1
"1805","9.3",102
"1806","9.3'",1
"1807","9.3'zoo",1
"1808","9.3 200",1
"1809","9.3 23.0",1
"1810","9.3 800",2
"1811","9.3.2.7",2
"1812","9.3.5",1
"1813","9.3.5 2.7e",1
"1814","9.3.8",1
"1815","9.3zoo",1
"1816","9.4",59
"1817","9.4 9.2",1
"1818","9.4.310",1
"1819","9.5",13
"1820","9.5.200",1
"1821","9.6",2
"1822","9.7",3
"1823","9.8",10
"1824","9.Mm",1
"1825","90",18
"1826","90-91",1
"1827","900",1
"1828","9000",1
"1829","90B",1
"1830","90C",2
"1831","90D",1
"1832","90Nar",2
"1833","90Naz",1
"1834","91",31
"1835","91000",4
"1836","91Ëme",6
"1837","92",58
"1838","92-side",1
"1839","92 93",1
"1840","92100",1
"1841","92i",109
"1842","92i5",1
"1843","92ir",17
"1844","92iTT",1
"1845","92izer",2
"1846","92izi",8
"1847","92izir",1
"1848","92izon",2
"1849","92rir",1
"1850","93",100
"1851","93-120",1
"1852","93-430",1
"1853","93-75",1
"1854","93 270",1
"1855","93 800",1
"1856","93.23.0",1
"1857","93270",1
"1858","93300",2
"1859","938",1
"1860","93800",1
"1861","93CAC",1
"1862","94",86
"1863","94 400",1
"1864","943",1
"1865","949",1
"1866","95",17
"1867","95-60-95",1
"1868","95310",2
"1869","96",8
"1870","963",1
"1871","97",10
"1872","97-1",1
"1873","97-2007",1
"1874","972",1
"1875","98",12
"1876","99",15
"1877","999",1
"1878","9atlou",1
"1879","9Ë",1
"1880","9Ëme",10
"1881","9h",1
"1882","9iËme",2
"1883","9lawi",1
"1884","9mili",1
"1885","9mm",6
"1886","a",900
"1887","a'",1
"1888","¿",35
"1889","‡'l'heure",1
"1890","a-",3
"1891","A",127
"1892","A'",19
"1893","‡'",1
"1894","A-",3
"1895","‡",37559
"1896","‡-",2
"1897","ƒ",19
"1898","a-a",1
"1899","‡-‡",2
"1900","A-a-a-a-a-allÙ",1
"1901","A-A-A-Abidjan",1
"1902","a-a-ar",2
"1903","A-A-Attention",1
"1904","A-Almess",1
"1905","A-aron",1
"1906","a-Bust",1
"1907","a-Á",7
"1908","a-cappella",1
"1909","a-comin",1
"1910","‡-cÙtÈ",1
"1911","‡-coup",1
"1912","a-de-man",1
"1913","a-de-men",2
"1914","¿-e",1
"1915","a-ha!",1
"1916","A-l-",2
"1917","‡-l",7
"1918","A-L-B-O-O",1
"1919","A-L-I-N-O.",2
"1920","A-l-k-",1
"1921","A-L-K-P-O-T-E",1
"1922","‡-l2Embed",1
"1923","A-M-L",1
"1924","a-p",2
"1925","A-P-O-G-E-E",3
"1926","‡-peu-prËs",1
"1927","a-pocalypse",1
"1928","a-prit",5
"1929","A-R",4
"1930","a-sÈ-boire",1
"1931","a-ve-rri",1
"1932","a-ve-rrir",2
"1933","A-Wax",1
"1934","A-X",1
"1935","A$AP",4
"1936","A.",33
"1937","ƒ.",3
"1938","A.4",1
"1939","A.B.B.A.",1
"1940","a.b.c",1
"1941","A.B.I.S",1
"1942","A.B.S",1
"1943","A.B.U.S",1
"1944","A.C.",2
"1945","A.d",1
"1946","A.D",4
"1947","A.D.I.",1
"1948","A.D.N.",1
"1949","A.I",1
"1950","A.K",1
"1951","a.k.a",3
"1952","A.k.a",1
"1953","A.K.A",3
"1954","a.k.a.",3
"1955","A.K.A.",5
"1956","A.K.E.T",1
"1957","a.k.er",13
"1958","A.K.H.",1
"1959","A.L",1
"1960","A.l.i",2
"1961","A.L.I",3
"1962","A.L.I.",8
"1963","A.L.K",2
"1964","A.L.K.",2
"1965","A.L.K.P.O.T.E",26
"1966","A.L.K.P.O.T.E.",5
"1967","A.L.K.P.OT",1
"1968","A.m.e.r",1
"1969","A.M.E.R",3
"1970","A.M.E.R.",3
"1971","A.M.E.Rage",1
"1972","A.M.E.Recharge",1
"1973","A.M.E.Rouler",1
"1974","A.M.G",1
"1975","A.M.G.",29
"1976","A.N.P.E.",5
"1977","A.N.T.O.",1
"1978","A.p",1
"1979","A.P",2
"1980","A.P.",8
"1981","A.R.D.I.",3
"1982","A.R.T",1
"1983","A.S",1
"1984","A.U.D.I",1
"1985","A.W.A",1
"1986","A.W.A.",2
"1987","A.Z",1
"1988","a/",1
"1989","A/R",1
"1990","‰?",1
"1991","a?!",1
"1992","a^me",1
"1993","a`",1
"1994","A1",1
"1995","A16",1
"1996","A3",5
"1997","A31",1
"1998","a3doub",1
"1999","a3ineur",1
"2000","a3jeb",1
"2001","A3la",1
"2002","a3li",1
"2003","a3lih",1
"2004","a3mal",1
"2005","A3mel",1
"2006","A3oudoubillah",1
"2007","A4",6
"2008","A45",1
"2009","A5",1
"2010","A6",4
"2011","A7",21
"2012","A8",2
"2013","A86",12
"2014","Aa",1
"2015","aa!!",1
"2016","Aa!!2",1
"2017","Aa!@",1
"2018","Aaaaaaaa",1
"2019","aaaaaaaaa",2
"2020","Aaaaaaaaaaaaaaaaaaaa",1
"2021","Aaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhh",1
"2022","Aaaaaaaaaaaaaaaaaaaaaaaaaaah",1
"2023","AAAAAAAAAAAAAAAAH",1
"2024","aaaaaaaaaaaaah!.",1
"2025","Aaaaaaaaaaahhhhhhhhhh",1
"2026","Aaaaaaaaahhhhhh",1
"2027","Aaaaah",2
"2028","Aaaaahhhhh",1
"2029","aaaah",2
"2030","Aaaah",1
"2031","Aaaahhhh",2
"2032","aaah",2
"2033","Aaah",9
"2034","aaah!",1
"2035","Aaahaah",1
"2036","Aaahhhh",1
"2037","Aaahhhhhh",1
"2038","aaarrh",4
"2039","aah",2
"2040","Aah",14
"2041","aah!.",1
"2042","aah.",1
"2043","aahaah",1
"2044","aahhhh",1
"2045","aajbetni",1
"2046","‚al",1
"2047","¬al",1
"2048","aalam",1
"2049","Aalik",1
"2050","aalikoum",1
"2051","Aaliyah",15
"2052","AaliyahEmbed",1
"2053","aan",1
"2054","aand",1
"2055","AaO",1
"2056","AaoO",12
"2057","AaoO.",5
"2058","Aarab",1
"2059","aarbi",8
"2060","aareflir",1
"2061","Aargh",1
"2062","aarrrrah",1
"2063","‚ayana",1
"2064","AB",1
"2065","abair",4
"2066","abaisse",2
"2067","abaisser",10
"2068","abajo",2
"2069","abana",1
"2070","Abana",2
"2071","abandon",13
"2072","abandonnais",1
"2073","abandonne",1
"2074","abandonnÈ",3
"2075","abandonne2",1
"2076","abandonnÈe1",1
"2077","abandonnent7",1
"2078","abandonner",128
"2079","Abandonner",3
"2080","abandonner.",2
"2081","abaner",2
"2082","Abaoud",1
"2083","abat",21
"2084","Abat",2
"2085","abat-jour",3
"2086","abattage",2
"2087","abatte",1
"2088","abattement",2
"2089","abatter",1
"2090","abattoir",13
"2091","abattoire",2
"2092","abattr",1
"2093","abattre",74
"2094","abattre2",1
"2095","abattrer",1
"2096","Abbas",1
"2097","abbatage",1
"2098","Abbaye",1
"2099","abbÈ",4
"2100","AbbÈ",4
"2101","abbÈ-Pierre",1
"2102","AbbËs",1
"2103","Abbesses",1
"2104","Abbott",1
"2105","ABC",3
"2106","ABCD",1
"2107","abcËs",7
"2108","Abd-Al-Malik-iser",1
"2109","Abdallah",3
"2110","Abdel",5
"2111","Abdelaziz",1
"2112","Abdelhamid",2
"2113","Abdelkader",3
"2114","Abdelkarim",2
"2115","Abdelkrim",1
"2116","Abdelreman",1
"2117","Abderrahman",1
"2118","Abderrazak",1
"2119","Abdeslam",2
"2120","Abdeslem",1
"2121","Abdi",1
"2122","abdique",1
"2123","abdiquÈ",2
"2124","abdiquer",9
"2125","abdiqure",1
"2126","abdo",25
"2127","abdomen",10
"2128","abdominal",1
"2129","abdominale",1
"2130","abdominaux",2
"2131","abdonnÈe",1
"2132","abdos",1
"2133","Abdou",2
"2134","Abdou.",1
"2135","AbdoulaÔ",1
"2136","ƒbdoulaÔ",1
"2137","Abdoulaye",13
"2138","Abdul-Jabbar",1
"2139","AbdulaÔ",5
"2140","Abed",1
"2141","Abedi",3
"2142","AbÈga",1
"2143","abeille",48
"2144","abeille18",1
"2145","abeille8",1
"2146","abeiller",1
"2147","Abel",4
"2148","Âben",1
"2149","Abend",1
"2150","Aber",1
"2151","Abercrombie",1
"2152","aberrant",3
"2153","ABFF",1
"2154","Abidal",5
"2155","abider",1
"2156","Abidjan",9
"2157","abilify",1
"2158","Abilify",1
"2159","abÓmant",3
"2160","abime",15
"2161","abÓme",28
"2162","abÓmÈ",1
"2163","abiment",1
"2164","abÓment",1
"2165","AbÓment",1
"2166","abÓmentir",2
"2167","abimer",1
"2168","abÓmer",14
"2169","AbÓmer",1
"2170","abject",3
"2171","ablation",1
"2172","Ablaye",5
"2173","able",2
"2174","abliged",1
"2175","Abloh",9
"2176","ablution",11
"2177","abo-ri-gËne",1
"2178","aboenir",2
"2179","abof",1
"2180","aboie",6
"2181","aboier",5
"2182","aboir",2
"2183","abois",4
"2184","aboli",1
"2185","abolir",7
"2186","abolish",1
"2187","abolition",6
"2188","abominable",7
"2189","Abominables",1
"2190","abomination",3
"2191","Abomination",1
"2192","abond",2
"2193","abondamment",1
"2194","abondance",8
"2195","abondant",1
"2196","abonder",5
"2197","abonnÈ",21
"2198","abonnement",3
"2199","abonner",22
"2200","aborcja",1
"2201","abord",127
"2202","abord.",1
"2203","abordable",14
"2204","abordage",3
"2205","abordar",1
"2206","aborde",1
"2207","aborder",19
"2208","aborigËne",1
"2209","AborigËne",2
"2210","abors",1
"2211","Abou",6
"2212","Aboudou",1
"2213","Aboudouflash",7
"2214","Aboudouflish",9
"2215","Aboudousplash",1
"2216","AboulaÔ",1
"2217","about",133
"2218","About",3
"2219","about.",1
"2220","about?",1
"2221","about?.",1
"2222","aboutir",9
"2223","aboutissement",5
"2224","above",8
"2225","Above",3
"2226","abover",14
"2227","aboyant",1
"2228","aboyer",29
"2229","Abra",1
"2230","abracadabra",1
"2231","Abraham",4
"2232","Abramovitch",1
"2233","Abraxas",1
"2234","abraza",1
"2235","Abr·zame",5
"2236","abrazart",1
"2237","abrazo",1
"2238","abre",2
"2239","abrËge",1
"2240","AbrËge",1
"2241","abrÈgÈ",1
"2242","abrÈger",1
"2243","abrÈgier",2
"2244","abreu'",1
"2245","abreuve",1
"2246","abreuver",11
"2247","abreuvoir",1
"2248","abri",63
"2249","abribu",1
"2250","abribus",6
"2251","abricot",3
"2252","abrir",1
"2253","abris",2
"2254","abriter",27
"2255","Abriter",1
"2256","Abro",1
"2257","abroad",1
"2258","abrogÈ",1
"2259","abrupt",2
"2260","abrupte",1
"2261","Abruptly",1
"2262","abruti",11
"2263","Abruti",1
"2264","abrutir",7
"2265","Abrutir",2
"2266","abrutissement",1
"2267","Abrutissement",6
"2268","abrutisser",3
"2269","abrutÓtre",1
"2270","ABS",2
"2271","abscisse",5
"2272","abscon",1
"2273","absence",64
"2274","Absence",1
"2275","absencer",3
"2276","absense",2
"2277","absent",58
"2278","absentÈisme",1
"2279","absenter",4
"2280","absinthe",8
"2281","absmak",1
"2282","absoloir",1
"2283","absolu",4
"2284","absolument",3
"2285","Absolument",1
"2286","Absolut",4
"2287","absolutny",1
"2288","Absolutorium",1
"2289","absorbe",4
"2290","absorber",8
"2291","Absorber",3
"2292","absorption",2
"2293","Absoudre",1
"2294","ABSS",1
"2295","abstenir",4
"2296","abstention",2
"2297","abstien",1
"2298","abstienner",2
"2299","abstinence",6
"2300","abstiner",1
"2301","abstr",1
"2302","abstraction",4
"2303","abstractiser",1
"2304","abstrait",5
"2305","abstrakcje",1
"2306","abstrakcjer",1
"2307","Abstrakcyjnie",1
"2308","absurd",2
"2309","Absurdalne",1
"2310","absurde",8
"2311","absurden",1
"2312","absurder",1
"2313","absurditÈ",2
"2314","absyr",1
"2315","absztyfikanter",1
"2316","Abt",1
"2317","Abu",1
"2318","Abu-Jamal",1
"2319","abus",23
"2320","abuse",7
"2321","Abuse",3
"2322","abusÈ",1
"2323","AbusÈ",1
"2324","abusÈ-ser",1
"2325","abuser",72
"2326","Abuser",4
"2327","abuseur",1
"2328","Abuseurs",1
"2329","abusif",1
"2330","abusive",1
"2331","abux",3
"2332","abuzeur",19
"2333","abuzeur-zeur",14
"2334","abuzeuse-zeur",4
"2335","abuzeuseur",1
"2336","abyme",1
"2337","Abymes",2
"2338","Abyss",1
"2339","abyssal",5
"2340","abysse",17
"2341","abysser",1
"2342","Abysses",1
"2343","ac",1
"2344","Ac",3
"2345","Ac'",1
"2346","AC",9
"2347","aÁ",9
"2348","‡Á",1
"2349","ac·",5
"2350","ac‡",1
"2351","acabando",4
"2352","acabar",2
"2353","acabar;",2
"2354","acabe",21
"2355","acaber",1
"2356","acabit",2
"2357","acabÛ",4
"2358","acacia",1
"2359","acadÈmi",1
"2360","academia",1
"2361","academics",1
"2362","acadÈmie",6
"2363","Academy",3
"2364","Acadian",2
"2365","acalora",11
"2366","acapella",1
"2367","acapeller",1
"2368","Acapulco",2
"2369","acari‚tre",1
"2370","AcarÌciame",3
"2371","acarici·ndome",1
"2372","Acariciarno",2
"2373","acariciart",2
"2374","Acariciarte",2
"2375","acariciarter",2
"2376","acc<U+0435>pte",1
"2377","accablant",5
"2378","accable",2
"2379","accabler",8
"2380","accalmie",2
"2381","accapare",2
"2382","accaparer",8
"2383","accapella",2
"2384","acccord",1
"2385","Accd'",1
"2386","acce",1
"2387","accËde",1
"2388","accÈder",12
"2389","AccÈder",1
"2390","accÈlÈ",1
"2391","accÈler",36
"2392","accÈlÈr",1
"2393","accÈlÈrateur",3
"2394","accÈlÈration",10
"2395","accÈlËre",14
"2396","AccÈlËre",16
"2397","accÈlÈrÈ",2
"2398","accelÈrer",1
"2399","accÈlÈrer",54
"2400","accent",62
"2401","accentre",1
"2402","accentu",1
"2403","accentuer",3
"2404","accepre",2
"2405","accept",7
"2406","acceptable",1
"2407","acceptance",1
"2408","accepte",1
"2409","accepte-moi",1
"2410","Accepte-moi",1
"2411","accepter",122
"2412","Accepter",5
"2413","acceptera",1
"2414","accepteras",1
"2415","accer",4
"2416","accËs",8
"2417","Access",1
"2418","accessible",7
"2419","accessoire",7
"2420","accessoirement",2
"2421","accident",32
"2422","accidentÈ",1
"2423","accidentel",1
"2424","accidentellement",1
"2425","accidenter",7
"2426","acclamation",1
"2427","acclament",5
"2428","acclamer",16
"2429","accoavoir",2
"2430","accolade",3
"2431","accommode",3
"2432","accommoder",1
"2433","accompagnateur",2
"2434","accompagne",1
"2435","accompagnÈ",1
"2436","accompagner",93
"2437","accompli",5
"2438","accomplir",28
"2439","accomplire",6
"2440","accomplishment",1
"2441","accomplissement",1
"2442","accomplisser",1
"2443","Accor",1
"2444","accord",129
"2445","accord.",1
"2446","accord....",1
"2447","accord?",1
"2448","accordage",1
"2449","accorde",1
"2450","Accorde-moi",4
"2451","accordÈon",1
"2452","accorder",39
"2453","accorderais",1
"2454","accords",1
"2455","accoste",7
"2456","accoster",11
"2457","accouche",3
"2458","accouchement",4
"2459","accoucher",19
"2460","accouder",2
"2461","accoudoir",2
"2462","account",1
"2463","accoup",1
"2464","accoupler",7
"2465","accourer",2
"2466","accourir",1
"2467","accourraient-cour",1
"2468","accours",4
"2469","accoutrement",1
"2470","Accoutrement",1
"2471","accoutumance",2
"2472","accoutumÈ",1
"2473","accoutumÈe",1
"2474","accoutumer",3
"2475","Accoutumer",1
"2476","accro",30
"2477","Accro",6
"2478","accro'.",1
"2479","accroc",19
"2480","Accroc",2
"2481","accroche",14
"2482","Accroche",6
"2483","accrocher",95
"2484","Accrocher",9
"2485","Accrocheux",1
"2486","accroire",2
"2487","accroissement",1
"2488","accroÓtre",7
"2489","accros",4
"2490","Accros",3
"2491","accross",1
"2492","accroupi",8
"2493","accroupie",3
"2494","accroupir",12
"2495","accueil",14
"2496","accueillant",1
"2497","accueille",2
"2498","accueilli",1
"2499","accueillir",29
"2500","accueillis",1
"2501","accuellir",1
"2502","accule",1
"2503","acculer",4
"2504","accumul",1
"2505","Accumulateur",1
"2506","accumulation",2
"2507","accumule",2
"2508","accumuler",30
"2509","accusateur",2
"2510","accusation",6
"2511","accusÈ",16
"2512","accuse-le",1
"2513","accuser",72
"2514","accux",2
"2515","ace",1
"2516","Ace",5
"2517","aÁe",1
"2518","aced",1
"2519","acelerando",2
"2520","acelerar",2
"2521","aceptar",2
"2522","aceptas",1
"2523","aceptÈ",1
"2524","acer",5
"2525","acerbe",5
"2526","acÈrÈ",4
"2527","acÈrer",4
"2528","AcÈrer",1
"2529","ACES",2
"2530","acÈtone",1
"2531","ach'",3
"2532","acharnaÓtre",1
"2533","acharne",4
"2534","acharnÈ",10
"2535","acharnement",7
"2536","acharner",28
"2537","Acharner",1
"2538","achat",16
"2539","achattre",1
"2540","Ache",1
"2541","achef",1
"2542","acheminer",2
"2543","achet",11
"2544","Achet",1
"2545","achËt<U+0435>",1
"2546","achËte",30
"2547","achËte-moi",1
"2548","acheter",267
"2549","Acheter",1
"2550","achËter",7
